Category,ID,Latitude,Longitude,Date,HLS_Tile,ultraBlue,Blue,Green,Red,HLSL30_020_B05,HLSL30_020_Fmask,HLSL30_020_Fmask_bitmask,HLSL30_020_Fmask_Aerosol_level,HLSL30_020_Fmask_Aerosol_level_Description,HLSL30_020_Fmask_Water,HLSL30_020_Fmask_Water_Description,HLSL30_020_Fmask_Snow/ice,HLSL30_020_Fmask_Snow/ice_Description,HLSL30_020_Fmask_Cloud_shadow,HLSL30_020_Fmask_Cloud_shadow_Description,HLSL30_020_Fmask_Adjacent_to_cloud/shadow,HLSL30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSL30_020_Fmask_Cloud,HLSL30_020_Fmask_Cloud_Description,"HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description",month,Year,dwChroma,dwLehmann,s,sp,brightness
Victoria,0,-0.157092,32.697759,2013-06-13,36MVE,0.0114,0.0214,0.0342,0.0255,0.0225,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,557.8354371413316,572.60737974022,0.10205403354431773,-6.630773574492527e-4,0.027555096322338147
Victoria,0,-0.157092,32.697759,2013-06-29,36MVE,0.018,0.0235,0.0291,0.0204,0.0168,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,532.2519126325568,563.1918664455301,0.05752689608794227,-3.733679892565687e-4,0.024598238419312333
Victoria,0,-0.157092,32.697759,2015-06-03,36MVE,0.0109,0.0121,0.0128,0.0037,-3e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,496.180452670556,498.9047919875316,0.06997808589835684,NA,0.010391342550411856
Victoria,0,-0.157092,32.697759,2018-06-11,36MVE,0.0127,0.0168,0.0193,0.0111,0.008,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,504.8790524356678,544.9445428675332,0.05650916955509418,NA,0.016103208789968952
Victoria,0,-0.157092,32.697759,2022-06-06,36MVE,0.018,0.0235,0.0291,0.0204,0.0168,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,532.2519126325568,563.1918664455301,0.05752689608794227,-3.733679892565687e-4,0.024598238419312333
Victoria,0,-0.157092,32.697759,2022-06-14,36MVE,0.0198,0.0254,0.0297,0.0202,0.0169,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,515.0932742191899,557.3505559288006,0.052461120056962796,-3.4038397163502866e-4,0.025398753250241768
Victoria,0,-0.157092,32.697759,2022-06-30,36MVE,0.0206,0.0256,0.0288,0.0202,0.0156,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,510.2750282961067,554.3527871171526,0.04769992992345862,NA,0.025118651768490017
Victoria,2,-0.308589,32.627643,2013-06-13,36MVE,0.0022,0.0116,0.025,0.016,0.0149,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,557.355887051853,573.1593205997731,0.15346186507559756,-9.972033252853146e-4,0.018398913011371077
Victoria,2,-0.308589,32.627643,2017-06-24,36MVE,0.0013,0.0103,0.0238,0.0148,0.015,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2017,557.3944767826663,573.2909311159814,0.16273305708790992,-0.001057478262920423,0.01723919951737899
Victoria,2,-0.308589,32.627643,2019-06-14,36MVE,0.006,0.0141,0.0249,0.0147,0.0152,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2019,549.9471479609784,569.9400443317043,0.11807947424633262,-7.668225466772539e-4,0.018573368030596928
Victoria,3,-1.070463,33.701722,2020-06-09,36MWD,0.0085,0.0123,0.0169,0.0047,-2e-4,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,506.72915855600667,536.1055078934367,0.0815441091843561,NA,0.012369182134105174
Victoria,3,-1.070463,33.701722,2020-06-25,36MWD,0.0044,0.0094,0.0168,0.0065,0.0026,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,532.5967197106801,563.4725774483594,0.11529149828005433,-7.482971339217693e-4,0.011731013028151775
Victoria,4,-1.391175,32.277044,2015-06-03,36MVD,0.0157,0.0153,0.0132,0.0046,8e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,490.0652388343981,490.9608784811909,0.07950573373821987,NA,0.011965088103868409
Victoria,4,-1.391175,32.277044,2022-06-14,36MVD,9e-4,0.0047,0.0134,0.0052,0.003,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,548.9717425299468,569.8519757492289,0.1679496744085326,-0.0010906687582454882,0.00873097932651315
Victoria,5,-0.622621,31.932247,2013-06-13,36MUE,0.0267,0.0312,0.0352,0.0242,0.0156,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,509.4599150039858,549.8719309781244,0.04467551342237812,NA,0.030540246670036353
Victoria,5,-0.622621,31.932247,2013-06-29,36MUE,0.0262,0.0266,0.0271,0.0176,0.0116,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,496.66851391189465,501.91790740566114,0.04664622907936933,NA,0.02416422976219188
Victoria,5,-0.622621,31.932247,2015-06-03,36MUE,0.016,0.016,0.0172,0.007,7e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,497.4620045567448,498.40737249457493,0.06103728540951488,NA,0.014152031656267591
Victoria,5,-0.622621,31.932247,2018-06-11,36MUE,0.007,0.0128,0.0204,0.0083,0.0019,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,525.3967025509544,560.7113250566806,0.09944800440280172,-6.453325973435383e-4,0.014707027798527705
Victoria,5,-0.622621,31.932247,2022-06-06,36MUE,0.0262,0.0266,0.0271,0.0176,0.0116,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,496.66851391189465,501.91790740566114,0.04664622907936933,NA,0.02416422976219188
Victoria,5,-0.622621,31.932247,2022-06-22,36MUE,0.0013,0.0073,0.016,0.0042,0,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,533.1550334094696,564.0538784295373,0.15739404572042948,-0.001021611147041436,0.010439188985101603
Victoria,6,-0.251241,34.47481,2013-06-06,36MXE,0.0576,0.0687,0.1015,0.104,0.0342,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,571.8504868979729,579.4214354486663,0.07777920359093687,-5.069302265215967e-4,0.09280434616259449
Victoria,6,-0.251241,34.47481,2013-06-22,36MXE,0.0715,0.082,0.1152,0.1164,0.0524,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,571.3715300074668,578.832652432754,0.06899455077690625,-4.494744004404288e-4,0.10574182395501476
Victoria,6,-0.251241,34.47481,2015-06-12,36MXE,0.0646,0.076,0.1137,0.1126,0.0463,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,570.3431393673488,578.7956330559185,0.07665599176187687,-4.9937255574405e-4,0.10227813386382578
Victoria,6,-0.251241,34.47481,2015-06-28,36MXE,0.0544,0.065,0.1012,0.0943,0.0546,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,567.7699467381702,577.68135335672,0.07936538173210335,-5.166310703645202e-4,0.08824007026289134
Victoria,6,-0.251241,34.47481,2017-06-17,36MXE,0.0639,0.0769,0.1082,0.102,0.0369,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2017,567.8696843067071,576.7785998430891,0.0693580212746848,-4.512430728506607e-4,0.09665203912316939
Victoria,6,-0.251241,34.47481,2020-06-09,36MXE,0.062,0.0728,0.1127,0.1246,0.0478,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,574.658084461235,581.446342698399,0.0860014644353409,-5.615841716072384e-4,0.10571390636997575
Victoria,6,-0.251241,34.47481,2020-06-25,36MXE,0.0596,0.0713,0.1102,0.1083,0.0475,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,570.0095735516908,578.8220064799709,0.08087910217363409,-5.268938801389751e-4,0.09824564451753914
Victoria,6,-0.251241,34.47481,2021-06-12,36MXE,0.0344,0.0517,0.0941,0.084,0.0221,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2021,566.7514715302465,577.5237791209781,0.10657610508237171,-6.936916369344147e-4,0.0787055694767954
Victoria,6,-0.251241,34.47481,2021-06-28,36MXE,0.0216,0.0364,0.0862,0.0633,0.0348,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2021,562.2238991914026,576.0291037363819,0.12957118422222108,-8.426628819230103e-4,0.06522343648311292
Victoria,6,-0.251241,34.47481,2022-06-15,36MXE,2e-4,0.0108,0.0378,0.0222,0.0108,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,559.3152204874815,574.8132148787713,0.18868695256646562,-0.0012265854771461235,0.026066069899392197
Victoria,6,-0.251241,34.47481,2022-06-23,36MXE,0.0342,0.0416,0.0588,0.0446,0.0331,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,554.7344185033191,570.5920506584915,0.0650724952047455,-4.226404061326951e-4,0.0489120298767764
Victoria,7,-1.951468,32.48803,2018-06-11,36MVC,6e-4,0.007,0.0143,0.0067,0.0043,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,546.1298931235654,569.076080851133,0.16009689541545571,-0.0010395459294074605,0.00997296345125159
Victoria,7,-1.951468,32.48803,2022-06-22,36MVC,0.0028,0.0069,0.0149,0.0083,0.0062,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,553.1162162895127,571.387855874575,0.13426407667992332,-8.721660266443877e-4,0.010622460480823954
Victoria,8,-0.414737,32.616858,2013-06-13,36MVE,9e-4,0.0097,0.0224,0.0139,0.0112,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,557.3280078545948,573.2502875668183,0.1656002155459686,-0.0010761002395460342,0.01621789135492034
Victoria,8,-0.414737,32.616858,2013-06-29,36MVE,6e-4,0.0082,0.0165,0.0089,0.0077,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,550.4595381748197,570.5375709413852,0.16028855136782985,-0.0010410497969079073,0.011813833698959313
Victoria,8,-0.414737,32.616858,2015-06-03,36MVE,0.0106,0.0119,0.0118,0.0028,-7e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,494.1187855504982,496.62354312410685,0.07591931330494596,NA,0.009809689087835556
Victoria,8,-0.414737,32.616858,2016-06-05,36MVE,0.0132,0.0222,0.0365,0.024,0.0204,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2016,552.4335456505221,570.5470357152859,0.0975180277760709,-6.333659337006519e-4,0.028290693404957986
Victoria,8,-0.414737,32.616858,2017-06-24,36MVE,0.0013,0.0101,0.0244,0.015,0.015,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2017,557.5845868051022,573.4555872056665,0.1647801121543269,-0.0010708208693931188,0.017534442296995554
Victoria,8,-0.414737,32.616858,2018-06-11,36MVE,0.0175,0.0207,0.0217,0.0131,0.0096,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,498.1496592399274,516.2712419390409,0.049003689783690935,NA,0.018894355418131274
Victoria,8,-0.414737,32.616858,2022-06-06,36MVE,6e-4,0.0082,0.0165,0.0089,0.0077,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,550.4595381748197,570.5375709413852,0.16028855136782985,-0.0010410497969079073,0.011813833698959313
Victoria,9,-0.82234,31.97869,2013-06-13,36MUE,0.0037,0.0098,0.0208,0.011,0.0067,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,551.1285637744076,570.5560855841698,0.13528733132042986,-8.78673801795206e-4,0.014715977711317723
Victoria,9,-0.82234,31.97869,2013-06-29,36MUE,0.0139,0.0193,0.0256,0.0166,0.0135,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,534.9021417272418,564.0763105671091,0.06741981528064225,-4.3760841056198494e-4,0.02084394396461476
Victoria,9,-0.82234,31.97869,2015-06-03,36MUE,0.0145,0.0146,0.0133,0.0051,4e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,491.49255988230175,493.0231052946195,0.07167956408225686,NA,0.011776530332261139
Victoria,9,-0.82234,31.97869,2017-06-24,36MUE,5e-4,0.008,0.0215,0.0103,0.0076,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2017,552.6664180251056,571.4946257639186,0.17508271723457944,-0.001137342306523697,0.014518264359075434
Victoria,9,-0.82234,31.97869,2018-06-11,36MUE,0.0029,0.0075,0.0139,0.0038,5e-4,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,524.8087918267545,560.3642085014495,0.12722157211111484,-8.255447752345201e-4,0.009379054678733175
Victoria,9,-0.82234,31.97869,2022-06-06,36MUE,0.0139,0.0193,0.0256,0.0166,0.0135,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,534.9021417272418,564.0763105671091,0.06741981528064225,-4.3760841056198494e-4,0.02084394396461476
Victoria,9,-0.82234,31.97869,2022-06-22,36MUE,0.003,0.0076,0.015,0.0051,0.0022,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,534.357660998545,564.0623814034348,0.12946765609431826,-8.403474847737701e-4,0.01014511376640663
Victoria,10,-0.602835,31.985463,2013-06-13,36MUE,0.0046,0.0113,0.0229,0.0121,0.0089,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,549.9467009158072,570.0251438467361,0.12949183261070765,-8.409485222178465e-4,0.016314717282257758
Victoria,10,-0.602835,31.985463,2013-06-29,36MUE,0.0294,0.0299,0.0294,0.02,0.0141,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,494.3221129923909,499.8748390412496,0.04711416649611406,NA,0.026822689400331702
Victoria,10,-0.602835,31.985463,2015-06-03,36MUE,0.0184,0.0177,0.0185,0.008,0.0016,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,496.4308529118573,496.39369269627906,0.06098957168677445,NA,0.01548698378208832
Victoria,10,-0.602835,31.985463,2018-06-11,36MUE,0.0058,0.0109,0.0179,0.0061,3e-4,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,521.6641197567407,558.6069418878651,0.10405883615519632,-6.751924680011924e-4,0.012601983970788091
Victoria,10,-0.602835,31.985463,2020-06-16,36MUE,7e-4,0.0076,0.0222,0.0056,0.0014,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,541.7128516419579,566.8345785236974,0.17877658106935404,-0.0011605917013469394,0.013927909630187392
Victoria,10,-0.602835,31.985463,2022-06-06,36MUE,0.0294,0.0299,0.0294,0.02,0.0141,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,494.3221129923909,499.8748390412496,0.04711416649611406,NA,0.026822689400331702
Victoria,10,-0.602835,31.985463,2022-06-22,36MUE,0.0014,0.0071,0.0146,0.0038,1e-4,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,529.8493583958586,563.0302750340774,0.15217599962749842,-9.87656797865494e-4,0.009626525853079085
Victoria,10,-0.602835,31.985463,2022-06-30,36MUE,0.0053,0.0103,0.0253,0.0082,0.0025,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,541.9022825545806,566.2199988781608,0.13426918830902795,-8.716249009164983e-4,0.016466329281293993
Victoria,11,-1.546512,33.375326,2018-06-04,36MWD,0.0131,0.0172,0.0244,0.013,0.0103,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,527.2647213359334,559.8904349774435,0.07007207282505905,-4.546898415015859e-4,0.01879893614011176
Victoria,11,-1.546512,33.375326,2020-06-09,36MWD,0.0087,0.0126,0.0186,0.0045,-0.0016,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,509.1450729923461,539.9937992988506,0.08680367246907415,NA,0.013228378585450297
Victoria,11,-1.546512,33.375326,2020-06-25,36MWD,1e-4,0.0068,0.0163,0.0017,-0.0025,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,525.404133369739,560.80001898856,0.18218329849463027,-0.0011822195669696281,0.010244022647378323
Victoria,11,-1.546512,33.375326,2021-06-12,36MWD,8e-4,0.006,0.0166,0.0046,0.0023,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2021,541.9965127916228,566.9767273142025,0.17254503755270115,-0.0011201474882768245,0.010531223417374957
Victoria,12,-0.365627,32.982628,2013-06-13,36MVE,0.0056,0.0137,0.0277,0.0188,0.0166,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,558.3546329699276,573.5313354599333,0.1307420900317694,-8.496401927365247e-4,0.020883965140748535
Victoria,12,-0.365627,32.982628,2015-06-03,36MVE,0.0119,0.0123,0.0118,0.0038,4e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,493.17522138546343,494.6601695737625,0.07206878380209471,NA,0.01008249307793795
Victoria,12,-0.365627,32.982628,2017-06-24,36MVE,0.0056,0.0149,0.0291,0.0216,0.0209,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2017,560.934399443665,574.5236287540718,0.13208480967580824,-8.58570199485113e-4,0.02262284980574581
Victoria,12,-0.365627,32.982628,2018-06-11,36MVE,0.0013,0.0065,0.0124,0.0048,0.0023,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,536.6247565523862,565.8950943275379,0.14558600128177213,-9.450729235232181e-4,0.00854497903254693
Victoria,12,-0.365627,32.982628,2022-06-30,36MVE,0.0351,0.0358,0.0383,0.0289,0.0236,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,505.85904517998495,531.1725984972429,0.034515913093997444,NA,0.03456269665405175
Victoria,13,-0.725414,34.01385,2019-06-23,36MXE,0.0112,0.0174,0.0291,0.011,0.0052,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2019,526.7181674740498,559.6788752962315,0.09476270403178591,-6.148991424782777e-4,0.02057968253723398
Victoria,13,-0.725414,34.01385,2020-06-09,36MXE,0.0052,0.0107,0.0194,0.0053,0.0016,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,523.3169772920934,558.8276243416791,0.11649534455240611,-7.558933048412917e-4,0.013152186130069783
Victoria,13,-0.725414,34.01385,2020-06-25,36MXE,0.0318,0.0332,0.0345,0.0241,0.0182,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,499.1775371405644,511.5261137213694,0.040720540378559905,NA,0.03094780552263224
Victoria,13,-0.725414,34.01385,2021-06-12,36MXE,0.0257,0.0303,0.0362,0.023,0.019,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2021,513.6666710817861,552.0808168463358,0.04963183164361772,NA,0.03031792649022467
Victoria,13,-0.725414,34.01385,2022-06-07,36MXE,0.0051,0.0122,0.0302,0.0135,0.0115,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,549.6538254249074,569.950340008612,0.14198624517818062,-9.220777178238533e-4,0.020356243923343682
Victoria,13,-0.725414,34.01385,2022-06-15,36MXE,0.0344,0.0351,0.0364,0.0254,0.0185,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,498.9497384909245,508.12692504740795,0.04112873484443193,NA,0.03267073103967321
Victoria,14,-0.522702,32.961221,2013-06-13,36MVE,0.0127,0.0201,0.0332,0.0236,0.0199,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,556.3644686360628,572.137812140814,0.09548520062631222,-6.203439020822425e-4,0.026224733872180033
Victoria,14,-0.522702,32.961221,2015-06-03,36MVE,0.0149,0.0142,0.0124,0.0042,7e-4,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,490.44013181738285,490.731189845405,0.0801051536034939,NA,0.011151083654365915
Victoria,14,-0.522702,32.961221,2018-06-11,36MVE,0.0011,0.0053,0.0107,0.0032,3e-4,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,532.0832005654404,563.974102488337,0.1493602393582892,-9.694593206899638e-4,0.007137226352022191
Victoria,14,-0.522702,32.961221,2022-06-22,36MVE,0.0042,0.0092,0.0218,0.0111,0.0098,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,552.2308293534066,571.066674564129,0.13626136023601954,-8.850872166651721e-4,0.015089621157161854
Victoria,14,-0.522702,32.961221,2022-06-30,36MVE,0.034,0.0342,0.0363,0.0278,0.0223,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,505.2646009023204,527.2822332396057,0.033712973785073264,NA,0.032965487002823625
Victoria,15,-1.352969,32.006321,2015-06-03,36MUD,0.0096,0.0116,0.0116,0.0032,0,96,0b01100000,0b01,Low aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2015,494.3983283727335,498.7955231292539,0.07330547833331716,NA,0.009649870465451854
Victoria,15,-1.352969,32.006321,2018-06-11,36MUD,0.0017,0.007,0.0139,0.0046,0.0014,160,0b10100000,0b10,Moderate aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2018,533.9056180360877,564.5814069764401,0.1444000093147138,-9.373041442522406e-4,0.009369631796394134
Victoria,15,-1.352969,32.006321,2020-06-16,36MUD,0.0037,0.0101,0.0223,0.0106,0.009,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2020,548.813332308403,569.6290038904996,0.13873613867433893,-9.009216898531077e-4,0.01540194792875239
Victoria,15,-1.352969,32.006321,2022-06-22,36MUD,0.0043,0.0087,0.0163,0.0071,0.0047,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2022,539.9315649766964,565.97923129338,0.11597125057797529,-7.52831807128586e-4,0.011427889860628981
Victoria,16,-2.124444,31.948469,2013-06-13,36MUC,0.0015,0.0084,0.0203,0.0097,0.0072,224,0b11100000,0b11,High aerosol,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used",6,2013,550.9006822723469,570.6664394910327,0.16021338733732648,-0.0010405874348381806,0.013865304420266678
